resume_text,job_description,match_score,match_label
"DevOps Engineer with 7 years of experience using Kubernetes, Docker, Terraform, Git, AWS. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Seeking a DevOps Engineer skilled in Docker, Git, Terraform, Linux, AWS. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.92,high
"Data Scientist with 7 years of experience using scikit-learn, SQL, Pandas, Python, Machine Learning, data visualization, NumPy. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in data visualization, NumPy, Python, Machine Learning, Pandas. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.88,high
"Data Analyst with 9 years of experience using SQL, Tableau, Python, Power BI, Pandas. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Seeking a Machine Learning Engineer with strong experience in Docker, AWS, TensorFlow. You will build, train, deploy, and maintain production machine learning systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.67,medium
"Java Developer with 7 years of experience developing enterprise applications using SQL, Docker, REST APIs. Built backend services, integrated databases, and maintained reliable APIs.","We are hiring a Data Analyst with experience in Tableau, Excel, Python. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.61,medium
"Frontend Developer with 7 years of experience creating responsive web applications using JavaScript, CSS, REST APIs. Focused on reusable components, performance, accessibility, and user experience.","Seeking a Cloud Engineer experienced in networking, Linux, Terraform, AWS, cloud architecture. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.19,LOW
"Python developer with 5 years of experience building backend applications using FastAPI, Docker, REST APIs, PostgreSQL, Git. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Looking for a Cybersecurity Analyst with knowledge of vulnerability assessment, network security, SIEM. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.16,LOW
"Cybersecurity Analyst with 4 years of experience in vulnerability assessment, incident response, SIEM, security monitoring. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Seeking a Business Analyst with experience in SQL, process analysis, Power BI, stakeholder management, requirements gathering. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.53,MEDIUM
"Java Developer with 3 years of experience developing enterprise applications using Spring Boot, SQL, Docker, Git, Hibernate. Built backend services, integrated databases, and maintained reliable APIs.","We are hiring a Data Analyst with experience in data visualization, Power BI, Python, SQL. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.2,low
"DevOps Engineer with 9 years of experience using Kubernetes, Git, Terraform, Docker, Linux, AWS. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Seeking a DevOps Engineer skilled in Linux, Terraform, AWS, Docker, Git, Kubernetes. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.9,High
"Business Analyst with 6 years of experience in process analysis, stakeholder management, Power BI, documentation, SQL, requirements gathering, Excel. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Business Analyst with experience in Power BI, requirements gathering, process analysis, stakeholder management, documentation, Excel, SQL. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.83,High
"Cybersecurity Analyst with 8 years of experience in network security, SIEM, vulnerability assessment, Linux. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Hiring a UI/UX Designer skilled in user research, design systems, responsive design, wireframing. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.14,LOW
"Cloud Engineer with 2 years of experience using Linux, Docker, Terraform, cloud architecture, networking, Kubernetes, AWS. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Seeking a Cloud Engineer experienced in cloud architecture, Linux, Terraform, networking, Docker. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.84,High
"Business Analyst with 3 years of experience in documentation, process analysis, SQL. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","We are hiring a Data Analyst with experience in Python, data visualization, Tableau. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.21,Low
"Business Analyst with 2 years of experience in stakeholder management, documentation, SQL. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Machine Learning Engineer with strong experience in TensorFlow, MLOps, Python. You will build, train, deploy, and maintain production machine learning systems.",0.16,LOW
"Python developer with 9 years of experience building backend applications using Python, REST APIs, FastAPI, Git, PostgreSQL, Docker. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","We are hiring a Python Developer with experience in Django, Git, PostgreSQL, FastAPI, REST APIs, Docker. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git.",0.84,HIGH
"Frontend Developer with 4 years of experience creating responsive web applications using HTML, React, JavaScript, TypeScript. Focused on reusable components, performance, accessibility, and user experience.","Seeking a Cloud Engineer experienced in Kubernetes, Terraform, AWS, cloud architecture, Linux. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.42,MEDIUM
"DevOps Engineer with 5 years of experience using AWS, Git, Docker, Linux, Kubernetes. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Looking for a Data Scientist skilled in SQL, Machine Learning, NumPy, Pandas. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.65,medium
"Business Analyst with 3 years of experience in process analysis, Excel, stakeholder management. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Looking for a Backend Developer experienced in Git, PostgreSQL, Node.js, Python. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.3,LOW
"Machine Learning Engineer with 8 years of experience working with MLOps, Docker, TensorFlow. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Looking for a Backend Developer experienced in Git, Docker, Node.js, Python. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.55,Medium
"Cloud Engineer with 2 years of experience using Kubernetes, Linux, Docker, networking, Terraform. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","We need a Frontend Developer experienced with HTML, TypeScript, Git, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.17,low
"Business Analyst with 7 years of experience in documentation, stakeholder management, SQL. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a DevOps Engineer skilled in Terraform, Linux, Docker. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.12,Low
"Cybersecurity Analyst with 3 years of experience in Linux, SIEM, incident response. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Hiring a UI/UX Designer skilled in wireframing, prototyping, responsive design. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.5,MEDIUM
"Machine Learning Engineer with 4 years of experience working with Python, Docker, MLOps. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","We are hiring a Data Analyst with experience in Power BI, Tableau, Excel. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.18,LOW
"Frontend Developer with 3 years of experience creating responsive web applications using HTML, CSS, JavaScript, REST APIs, Git, React, TypeScript. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with React, CSS, TypeScript, JavaScript, Git. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.79,high
"Data Analyst with 7 years of experience using SQL, data visualization, Pandas. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Seeking a Machine Learning Engineer with strong experience in PyTorch, Docker, Machine Learning. You will build, train, deploy, and maintain production machine learning systems.",0.3,Low
"Cloud Engineer with 8 years of experience using AWS, Linux, Terraform, cloud architecture. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Looking for a Cybersecurity Analyst with knowledge of network security, incident response, security monitoring, SIEM. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.34,low
"Frontend Developer with 8 years of experience creating responsive web applications using JavaScript, TypeScript, React, Git. Focused on reusable components, performance, accessibility, and user experience.","Looking for a Cybersecurity Analyst with knowledge of incident response, Linux, vulnerability assessment. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.57,Medium
"UI/UX Designer with 4 years of experience in Figma, design systems, responsive design, usability testing. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Seeking a Business Analyst with experience in process analysis, SQL, Power BI, Excel. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.13,low
"Business Analyst with 4 years of experience in Power BI, SQL, documentation. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Looking for a Data Scientist skilled in Pandas, scikit-learn, Machine Learning. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.11,Low
"Python developer with 4 years of experience building backend applications using PostgreSQL, REST APIs, Git, Django, Python. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Looking for a Data Scientist skilled in Pandas, Machine Learning, data visualization, scikit-learn. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.07,low
"UI/UX Designer with 4 years of experience in responsive design, prototyping, Figma. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Seeking a Business Analyst with experience in stakeholder management, SQL, Power BI. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.68,Medium
"Cloud Engineer with 3 years of experience using Docker, Linux, Kubernetes, cloud architecture. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Seeking a DevOps Engineer skilled in Docker, Linux, CI/CD. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.08,LOW
"Data Scientist with 9 years of experience using data visualization, scikit-learn, NumPy, Machine Learning, Pandas. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","We are hiring a Data Analyst with experience in data visualization, Python, Power BI, SQL. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.31,LOW
"Business Analyst with 8 years of experience in requirements gathering, Power BI, Excel. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Cloud Engineer experienced in Docker, cloud architecture, Linux, networking, AWS. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.15,LOW
"Java Developer with 8 years of experience developing enterprise applications using Java, Hibernate, Spring Boot, SQL, Git. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a Java Developer with experience in Java, SQL, Docker, Spring Boot, Git, Hibernate. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.85,High
"Python developer with 5 years of experience building backend applications using FastAPI, PostgreSQL, Docker. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","We are hiring a Data Analyst with experience in Pandas, Power BI, data visualization. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.63,Medium
"Data Scientist with 8 years of experience using Python, Pandas, SQL, scikit-learn, data visualization. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in NumPy, scikit-learn, Python, data visualization, SQL, Machine Learning, Pandas. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.87,HIGH
"Cybersecurity Analyst with 3 years of experience in Linux, network security, incident response, Python, security monitoring. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Seeking a Machine Learning Engineer with strong experience in Machine Learning, MLOps, PyTorch. You will build, train, deploy, and maintain production machine learning systems.",0.23,Low
"Java Developer with 3 years of experience developing enterprise applications using SQL, Git, Hibernate, Docker, Spring Boot, REST APIs. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a Java Developer with experience in Java, REST APIs, Docker, SQL, Hibernate, Spring Boot. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.87,high
"Python developer with 8 years of experience building backend applications using FastAPI, Git, Docker, REST APIs, PostgreSQL. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","We are hiring a Python Developer with experience in Python, REST APIs, PostgreSQL, Django, Git, Docker, FastAPI. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git.",0.75,HIGH
"Data Analyst with 8 years of experience using Excel, Python, data visualization, Power BI. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","We are hiring a Python Developer with experience in FastAPI, REST APIs, Django, Python. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git.",0.23,LOW
"UI/UX Designer with 7 years of experience in prototyping, wireframing, responsive design, usability testing, user research, design systems, Figma. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Hiring a UI/UX Designer skilled in usability testing, prototyping, user research, responsive design, Figma, design systems, wireframing. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.87,HIGH
"Java Developer with 5 years of experience developing enterprise applications using Docker, Hibernate, Spring Boot. Built backend services, integrated databases, and maintained reliable APIs.","Looking for a Backend Developer experienced in Docker, Node.js, REST APIs. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.17,low
"Cybersecurity Analyst with 3 years of experience in Python, vulnerability assessment, security monitoring, network security, Linux, SIEM, incident response. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of SIEM, incident response, Linux, vulnerability assessment, security monitoring. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.95,HIGH
"Data Scientist with 5 years of experience using scikit-learn, Pandas, Machine Learning, SQL, Python. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Pandas, data visualization, Machine Learning, NumPy, SQL. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.89,HIGH
"Python developer with 2 years of experience building backend applications using REST APIs, Python, Docker. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","We need a Frontend Developer experienced with REST APIs, HTML, Git, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.22,low
"Business Analyst with 7 years of experience in SQL, process analysis, stakeholder management, documentation, Power BI. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Cloud Engineer experienced in Linux, networking, Docker, cloud architecture. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.1,low
"UI/UX Designer with 2 years of experience in user research, usability testing, design systems, prototyping, responsive design. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Looking for a Cybersecurity Analyst with knowledge of Python, SIEM, security monitoring, incident response. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.54,MEDIUM
"Machine Learning Engineer with 7 years of experience working with MLOps, Python, AWS, Machine Learning. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Looking for a Backend Developer experienced in SQL, PostgreSQL, REST APIs, Docker, Git. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.19,low
"Data Scientist with 7 years of experience using scikit-learn, Python, NumPy, Machine Learning, data visualization. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Seeking a DevOps Engineer skilled in Terraform, Git, Docker. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.49,medium
"Frontend Developer with 4 years of experience creating responsive web applications using TypeScript, JavaScript, REST APIs, React, CSS, HTML, Git. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with HTML, React, Git, REST APIs, TypeScript, CSS, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",-0.15,low
"Python developer with 3 years of experience building backend applications using Python, REST APIs, FastAPI, Docker, Git, PostgreSQL, Django. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","We are hiring a Python Developer with experience in REST APIs, Django, Docker, Git, PostgreSQL, FastAPI, Python. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git.",0.92,high
"Python developer with 7 years of experience building backend applications using Git, Docker, Python, FastAPI, PostgreSQL. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Hiring a Java Developer with experience in SQL, Git, Hibernate, Java, Docker. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.21,low
"Python developer with 8 years of experience building backend applications using REST APIs, PostgreSQL, Python. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Seeking a Cloud Engineer experienced in Kubernetes, Linux, Docker, AWS, cloud architecture. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.48,medium
"Frontend Developer with 4 years of experience creating responsive web applications using CSS, TypeScript, REST APIs, React, JavaScript. Focused on reusable components, performance, accessibility, and user experience.","Seeking a Business Analyst with experience in SQL, requirements gathering, stakeholder management. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.27,Low
"Backend Developer with 8 years of experience building server-side applications using REST APIs, Git, Python, PostgreSQL, SQL. Designed APIs, optimized databases, and delivered reliable services.","Seeking a Machine Learning Engineer with strong experience in Machine Learning, TensorFlow, MLOps, Python. You will build, train, deploy, and maintain production machine learning systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.44,medium
"Cybersecurity Analyst with 3 years of experience in Linux, vulnerability assessment, network security, SIEM, security monitoring, Python. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of SIEM, network security, Linux, Python, incident response. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.87,HIGH
"Data Scientist with 8 years of experience using SQL, scikit-learn, Machine Learning, NumPy, data visualization, Pandas. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Machine Learning, SQL, Python, scikit-learn, data visualization. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.79,HIGH
"Backend Developer with 5 years of experience building server-side applications using SQL, Python, PostgreSQL, Node.js, REST APIs, Docker, Git. Designed APIs, optimized databases, and delivered reliable services.","Looking for a Backend Developer experienced in Python, Git, Node.js, REST APIs, SQL. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.9,HIGH
"Data Analyst with 5 years of experience using Power BI, Python, Excel, data visualization, Tableau, Pandas. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","We are hiring a Data Analyst with experience in data visualization, Tableau, Excel, SQL, Python, Pandas, Power BI. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.91,high
"Backend Developer with 9 years of experience building server-side applications using PostgreSQL, REST APIs, Python, SQL. Designed APIs, optimized databases, and delivered reliable services.","Looking for a Data Scientist skilled in Machine Learning, Pandas, data visualization, SQL, Python. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.32,LOW
"Backend Developer with 6 years of experience building server-side applications using REST APIs, PostgreSQL, SQL, Docker. Designed APIs, optimized databases, and delivered reliable services.","Seeking a DevOps Engineer skilled in Git, Terraform, CI/CD. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.63,Medium
"Business Analyst with 3 years of experience in Excel, Power BI, documentation, stakeholder management, requirements gathering. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Business Analyst with experience in process analysis, Excel, stakeholder management, Power BI, requirements gathering, SQL. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.86,High
"Frontend Developer with 8 years of experience creating responsive web applications using CSS, REST APIs, HTML, Git, React, JavaScript, TypeScript. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with Git, React, HTML, JavaScript, CSS. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.8,HIGH
"Data Analyst with 7 years of experience using data visualization, Python, Tableau, Power BI, Pandas. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","We are hiring a Data Analyst with experience in Python, Power BI, SQL, Excel, Tableau, data visualization, Pandas. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.85,high
"Java Developer with 4 years of experience developing enterprise applications using Docker, Java, Hibernate, Spring Boot. Built backend services, integrated databases, and maintained reliable APIs.","Seeking a Business Analyst with experience in requirements gathering, Excel, Power BI, documentation, process analysis. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.31,LOW
"Data Analyst with 7 years of experience using Tableau, data visualization, Python, Pandas. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Hiring a UI/UX Designer skilled in wireframing, prototyping, design systems. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.49,Medium
"Frontend Developer with 7 years of experience creating responsive web applications using CSS, HTML, JavaScript, React, Git. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with HTML, React, CSS, TypeScript, REST APIs, Git, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.8,high
"Backend Developer with 3 years of experience building server-side applications using SQL, Git, Docker. Designed APIs, optimized databases, and delivered reliable services.","Seeking a Business Analyst with experience in Power BI, requirements gathering, process analysis, SQL, stakeholder management. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.55,Medium
"Machine Learning Engineer with 5 years of experience working with PyTorch, Python, Machine Learning. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","We need a Frontend Developer experienced with Git, CSS, React. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.35,LOW
"Data Scientist with 5 years of experience using data visualization, Pandas, Python, Machine Learning, scikit-learn. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Pandas, NumPy, data visualization, Machine Learning, SQL, scikit-learn. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.79,High
"DevOps Engineer with 4 years of experience using Linux, AWS, CI/CD, Docker. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","We are hiring a Data Analyst with experience in Pandas, Python, Excel, SQL, data visualization. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights.",0.25,low
"UI/UX Designer with 8 years of experience in user research, design systems, usability testing, Figma, wireframing, responsive design, prototyping. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Hiring a UI/UX Designer skilled in user research, design systems, wireframing, Figma, usability testing, responsive design, prototyping. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.95,high
"Data Analyst with 8 years of experience using SQL, Tableau, Excel, Power BI. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Looking for a Backend Developer experienced in Git, Docker, Python, PostgreSQL. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.64,MEDIUM
"Frontend Developer with 2 years of experience creating responsive web applications using REST APIs, React, TypeScript, CSS, Git. Focused on reusable components, performance, accessibility, and user experience.","Seeking a DevOps Engineer skilled in Docker, Git, AWS. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.15,LOW
"Machine Learning Engineer with 9 years of experience working with TensorFlow, PyTorch, MLOps. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Hiring a UI/UX Designer skilled in responsive design, user research, design systems, Figma. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.66,medium
"Python developer with 6 years of experience building backend applications using Git, Docker, FastAPI, REST APIs. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Hiring a Java Developer with experience in Docker, Hibernate, SQL, Git. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.12,Low
"Business Analyst with 3 years of experience in stakeholder management, process analysis, SQL, documentation, requirements gathering, Power BI, Excel. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Business Analyst with experience in process analysis, documentation, stakeholder management, SQL, Excel, Power BI. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.92,high
"UI/UX Designer with 7 years of experience in user research, Figma, responsive design, prototyping, design systems, wireframing, usability testing. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Hiring a UI/UX Designer skilled in design systems, prototyping, responsive design, user research, wireframing, Figma, usability testing. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.91,
"Data Scientist with 8 years of experience using Machine Learning, scikit-learn, SQL, Python, NumPy. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Seeking a DevOps Engineer skilled in Git, Docker, Linux. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.12,Low
"Machine Learning Engineer with 7 years of experience working with MLOps, PyTorch, TensorFlow, Python. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Looking for a Data Scientist skilled in NumPy, Pandas, Machine Learning. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.28,low
"DevOps Engineer with 6 years of experience using CI/CD, Docker, Git. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","We need a Frontend Developer experienced with HTML, REST APIs, TypeScript, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.48,Medium
"Cybersecurity Analyst with 6 years of experience in network security, security monitoring, incident response. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Seeking a Cloud Engineer experienced in Terraform, AWS, Docker, networking, cloud architecture. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.7,MEDIUM
"Machine Learning Engineer with 3 years of experience working with Docker, TensorFlow, Python, AWS, PyTorch. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Seeking a Business Analyst with experience in requirements gathering, process analysis, Power BI, Excel. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.48,medium
"Backend Developer with 8 years of experience building server-side applications using PostgreSQL, Python, Docker, REST APIs, SQL. Designed APIs, optimized databases, and delivered reliable services.","Seeking a Cloud Engineer experienced in Terraform, networking, Docker, Linux, Kubernetes. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.08,low
"Business Analyst with 3 years of experience in requirements gathering, Power BI, Excel, documentation, stakeholder management. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","We need a Frontend Developer experienced with JavaScript, CSS, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.49,medium
